"orf19"	"feature"	"common"	"description"	"plate"	"position"	"A_Temp1_UP"	"A_Temp1_DN"	"B_Temp1_UP"	"B_Temp1_DN"	"C_Temp1_UP"	"C_Temp1_DN"	"A_Temp2_UP"	"A_Temp2_DN"	"B_Temp2_UP"	"B_Temp2_DN"	"C_Temp2_UP"	"C_Temp2_DN"	"A_Temp1_DOX_UP"	"A_Temp1_DOX_DN"	"B_Temp1_DOX_UP"	"B_Temp1_DOX_DN"	"C_Temp1_DOX_UP"	"C_Temp1_DOX_DN"	"A_Temp2_DOX_UP"	"A_Temp2_DOX_DN"	"B_Temp2_DOX_UP"	"B_Temp2_DOX_DN"	"C_Temp2_DOX_UP"	"C_Temp2_DOX_DN"	"A_YNB1_UP"	"A_YNB1_DN"	"B_YNB1_UP"	"B_YNB1_DN"	"C_YNB1_UP"	"C_YNB1_DN"	"A_YNB1_DOX_UP"	"A_YNB1_DOX_DN"	"B_YNB1_DOX_UP"	"B_YNB1_DOX_DN"	"C_YNB1_DOX_UP"	"C_YNB1_DOX_DN"	"A_YNB2_UP"	"A_YNB2_DN"	"B_YNB2_UP"	"B_YNB2_DN"	"C_YNB2_UP"	"C_YNB2_DN"	"A_YNB2_DOX_UP"	"A_YNB2_DOX_DN"	"B_YNB2_DOX_UP"	"B_YNB2_DOX_DN"	"C_YNB2_DOX_UP"	"C_YNB2_DOX_DN"	"A_YNB3_UP"	"A_YNB3_DN"	"B_YNB3_UP"	"B_YNB3_DN"	"C_YNB3_UP"	"C_YNB3_DN"	"A_YNB3_DOX_UP"	"A_YNB3_DOX_DN"	"B_YNB3_DOX_UP"	"B_YNB3_DOX_DN"	"C_YNB3_DOX_UP"	"C_YNB3_DOX_DN"	"A_YNB4_UP"	"A_YNB4_DN"	"B_YNB4_UP"	"B_YNB4_DN"	"C_YNB4_UP"	"C_YNB4_DN"	"A_YNB4_DOX_UP"	"A_YNB4_DOX_DN"	"B_YNB4_DOX_UP"	"B_YNB4_DOX_DN"	"C_YNB4_DOX_UP"	"C_YNB4_DOX_DN"	"A_YNB5_UP"	"A_YNB5_DN"	"B_YNB5_UP"	"B_YNB5_DN"	"C_YNB5_UP"	"C_YNB5_DN"	"A_YNB5_DOX_UP"	"A_YNB5_DOX_DN"	"B_YNB5_DOX_UP"	"B_YNB5_DOX_DN"	"C_YNB5_DOX_UP"	"C_YNB5_DOX_DN"
"orf19.3532"	"C2_05000C_A"	"MRPL10"	"Putative mitochondrial large subunit ribosomal protein; colony morphology-related gene regulation by Ssn6"	"Plate 24"	"B11"	539	807	529	822	882	1116	335	1017	881	1275	735	868	48	48	17	16	12	38	69	79	35	96	26	59	360	494	903	654	775	746	86	36	60	66	59	68	515	662	388	616	561	651	127	121	72	51	71	126	657	863	1444	1369	432	1027	36	51	68	103	31	79	617	903	887	911	781	888	78	143	77	102	125	91	676	1477	707	1051	584	921	66	70	89	88	75	118
"orf19.3533"	"C2_05020W_A"	"EMI1"	"Ortholog(s) have role in ascospore formation, mitochondrion organization, positive regulation of transcription by RNA polymerase II"	"Plate 05"	"A09"	654	481	2021	1439	1334	836	268	333	936	796	635	342	487	302	449	449	476	355	537	319	853	599	353	261	1153	637	764	285	938	473	1328	625	1047	483	993	633	984	438	423	313	597	346	866	425	576	258	754	471	824	511	947	534	580	460	754	489	812	518	655	576	720	440	658	342	476	254	683	449	924	683	721	526	929	876	535	313	718	572	781	402	915	709	928	747
"orf19.3536"	"C2_05050C_A"	"GNT1"	"Ortholog(s) have acetylglucosaminyltransferase activity, role in protein N-linked glycosylation and Golgi medial cisterna localization"	"Plate 03"	"D05"	0	966	0	2208	0	2455	0	3057	0	1442	0	1787	0	3026	0	3030	0	2969	0	2445	0	2435	0	2304	0	1854	0	1100	0	1264	0	2423	0	2043	0	2264	0	1945	0	1428	0	1595	0	1645	0	1503	0	2572	0	1986	0	1422	0	2196	0	3016	0	2365	0	2684	0	2340	0	1889	0	1094	0	2151	0	2053	0	3203	0	2922	0	1857	0	2079	0	2164	0	2391	0	2433
"orf19.3539"	"C2_05080C_A"	"BMT2"	"Predicted nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; Spider biofilm induced"	"Plate 04"	"H10"	2565	2700	3054	2413	5616	4602	1568	2167	704	1100	1618	1242	3872	2947	3123	4102	3455	3397	2624	2939	2140	2014	4299	4199	4003	2204	2732	1288	2815	1616	4173	2800	4633	2867	4419	3479	3565	2168	1629	2042	2528	1650	3019	1954	3306	1898	3607	3320	3238	2656	3176	2359	2090	2728	3813	3699	2505	2637	3514	3973	2832	2664	2977	2247	4236	3495	3213	2928	1886	2140	3910	5671	3617	3245	2007	1901	4026	3845	4744	3020	5540	4315	3812	4257
"orf19.3542"	"C2_05110W_A"	"LEM3"	"Putative membrane protein; mutation increases resistance to miltefosine; early-stage flow model biofilm induced"	"Plate 17"	"B09"	1607	1382	1221	792	1488	1055	544	587	591	634	831	495	527	424	221	237	420	357	718	458	547	472	551	427	1622	831	1146	393	1450	718	862	482	1051	483	802	407	870	421	804	690	1059	625	797	413	431	206	589	525	861	628	778	506	774	586	650	549	745	569	419	316	695	462	703	414	747	520	441	351	454	398	588	523	1433	1020	1411	1157	928	788	711	375	709	484	793	677
"orf19.3545"	"C2_05140W_A"	"CDC15"	"Ortholog(s) have protein serine/threonine kinase activity"	"Plate 09"	"B01"	0	663	0	548	0	1269	0	474	0	474	0	664	0	51	0	49	0	43	0	38	0	52	0	30	0	476	0	407	0	295	0	90	0	86	0	118	0	338	0	486	0	362	0	100	0	74	0	104	0	393	0	681	0	491	0	158	0	110	0	119	0	317	0	442	0	330	0	138	0	116	0	145	0	542	0	343	0	549	0	47	0	131	0	76
"orf19.3546"	"C2_05150W_A"	"PEX2"	"Ortholog(s) have ubiquitin-protein transferase activity, role in fatty acid metabolic process, protein import into peroxisome matrix, protein polyubiquitination and peroxisomal importomer complex, peroxisomal membrane localization"	"Plate 14"	"D12"	1487	1422	1503	1277	1534	1239	762	1103	796	844	733	604	1261	996	1166	1495	894	904	964	803	418	433	688	691	1382	817	1244	553	1089	688	946	629	810	498	784	495	688	396	1544	1559	1055	676	1041	713	794	539	927	782	680	550	1068	841	1012	1066	736	648	630	571	603	674	854	809	853	644	886	746	686	685	868	903	892	874	882	645	1270	1158	842	664	712	536	785	678	701	660
"orf19.3548"	"C2_05170W_A"	"MRX3"	"Ortholog(s) have mitochondrial inner membrane localization"	"Plate 03"	"G07"	2536	3209	1968	1858	2531	2511	1253	1812	1211	1632	1333	1374	2286	2172	1943	2990	2518	2842	1620	1998	846	1198	1700	2377	2757	1703	1782	723	1628	1044	2871	1923	2439	1502	2469	2046	1232	964	1257	1362	1795	1620	1917	1475	2238	1868	1881	2016	3107	2858	2740	2618	1079	1281	1844	1930	1870	2184	1468	1929	1212	1189	1309	1080	1488	1538	1647	1697	1429	1580	2993	3445	2451	2064	1479	1321	2006	1914	1754	1349	2135	1922	2205	2337
"orf19.3555"	"C2_05260W_A"	"BUD14"	"Putative SH3-domain-containing protein; predicted role in bud-site selection; Spider biofilm induced"	"Plate 21"	"A09"	1501	0	1507	0	2371	0	697	0	542	0	1404	0	2426	0	1677	0	1805	0	1319	0	1501	0	1501	0	1356	0	1583	0	1204	0	1557	0	2462	0	2538	0	1419	0	789	0	992	0	1450	0	906	0	1108	0	1442	0	1069	0	1040	0	1225	0	1400	0	1992	0	1098	0	1097	0	950	0	928	0	1480	0	1684	0	1865	0	1520	0	1373	0	1652	0	2053	0	2247	0
"orf19.3557"	"C2_05280C_A"	"GPI19"	"Subunit of GPI-GlcNAc transferase; role in synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in GPI anchor synthesis; complements S. cerevisiae gpi19 mutant; flow model biofilm induced"	"Plate 09"	"B11"	1069	1373	1248	1372	1002	1093	307	581	482	779	507	581	1385	1424	855	1589	1481	2183	936	1151	790	964	964	1169	817	678	1373	813	1160	819	2293	1701	1899	1289	1657	1662	1166	1022	721	828	587	584	1104	940	1066	844	1211	1541	477	538	1213	1125	1252	1727	1272	1459	1161	1269	1203	1639	840	919	982	976	833	901	1114	1388	1082	1364	1730	2304	1210	1426	1124	1241	1380	1653	1306	1064	1191	1270	1321	1648
"orf19.3558"	"C2_05290C_A"	"ERP3"	"Ortholog(s) have endoplasmic reticulum localization"	"Plate 18"	"G06"	1214	1527	3146	3191	1862	1733	980	1445	1381	1998	1065	1062	1630	1657	1214	1891	1151	1412	1071	1349	761	880	599	793	2016	1483	1728	924	1418	1119	1941	1421	2625	1748	2021	1645	1639	1294	1018	1163	1678	1411	2038	1652	1752	1360	2000	2167	999	893	1384	1428	2237	2636	2457	2608	1681	1861	1856	2217	1022	1005	1628	1436	1229	1253	1281	1394	1063	1249	1106	1300	2590	2779	1978	1793	2186	2231	1413	1138	1843	1771	1723	1921
"orf19.3559"	"C2_05300C_A"	"MRPS35"	"S. cerevisiae ortholog Mrps35p is a structural constituent of ribosome and localizes to mitochondrial small ribosomal subunit; the snoRNA CD39 is encoded within the MRPS35 intron"	"Plate 03"	"D03"	6	1690	10	2692	4	1195	1	1213	5	1005	2	1365	0	87	0	90	0	66	1	72	0	162	0	52	5	723	12	539	12	747	0	141	1	153	1	105	13	772	12	1189	15	957	4	145	2	99	1	135	6	1068	14	845	6	1056	3	111	1	129	1	139	9	1072	9	1054	20	998	0	149	3	95	0	234	1	1476	11	813	3	1291	0	88	0	151	0	124
"orf19.3574"	"C2_05450C_A"	"MDJ2"	"Predicted component of the mitochondrial import motor; involved in protein import into mitochondrial matrix; early-stage flow model biofilm induced"	"Plate 05"	"D11"	295	1	835	6	1866	23	441	10	279	5	633	10	693	6	1480	28	1039	17	989	23	1030	13	710	12	902	8	1118	11	926	2	1600	3	1326	7	1019	10	506	6	853	19	494	0	1169	2	840	10	635	16	636	7	575	8	499	11	746	23	994	34	980	25	702	10	502	8	1003	18	564	5	798	16	685	25	1094	14	1031	24	1205	25	848	11	1313	32	1258	36
"orf19.3575"	"C2_05460W_A"	"CDC19"	"Pyruvate kinase at yeast cell surface; Gcn4/Hog1/GlcNAc regulated; Hap43/polystyrene adherence induced; repressed by phagocytosis/farnesol; hyphal growth role; stationary phase enriched; flow model biofilm induced; Spider biofilm repressed"	"Plate 16"	"A11"	431	0	1098	0	984	0	602	0	912	0	746	0	5	0	6	0	3	0	13	0	10	0	7	0	625	0	362	0	671	0	5	0	2	0	3	0	497	0	498	0	898	0	2	0	3	0	1	0	740	0	809	0	1101	0	4	0	0	0	3	0	503	0	1050	0	640	0	5	0	6	0	2	0	807	0	699	0	1208	0	1	0	5	0	8	0
"orf19.3577"	"C2_05470W_A"	"COQ5"	"Putative methyltransferase of ubiquinone biosynthesis; regulated by Gcn4; repressed by amino acid starvation (3-AT), Hap43; induced upon adherence to polystyrene; Spider biofilm repressed"	"Plate 14"	"H02"	549	859	1232	1507	1364	1719	376	650	404	764	571	598	908	1021	837	1680	793	1166	552	824	564	795	400	698	717	571	982	656	1409	1224	1472	1186	1214	943	1190	1121	1308	1192	875	1169	501	486	692	683	853	719	656	737	2009	2114	622	731	693	858	1009	1049	928	1044	805	908	551	570	666	617	1170	1384	562	780	761	950	882	1299	956	1162	925	1009	2055	2460	1048	906	834	1020	1155	1481
"orf19.3581"	"C2_05510C_A"	"MSI1"	"Ortholog(s) have histone binding activity, role in DNA replication-dependent nucleosome assembly and CAF-1 complex, cytoplasm, nucleus localization"	"Plate 04"	"D05"	1244	0	1411	0	771	0	624	0	708	0	869	0	857	0	327	0	565	0	411	0	400	0	361	0	802	0	1038	0	851	0	1464	0	1331	0	2014	0	1018	0	444	0	882	0	1716	0	1249	0	1091	0	577	0	825	0	979	0	1079	0	1537	0	1676	0	604	0	711	0	739	0	694	0	605	0	1522	0	1152	0	1312	0	1188	0	1175	0	1597	0	1434	0
"orf19.6866"	"C2_05540C_A"	"SNP1"	"Putative U1-70K component of the U1 snRNP, involved in splicing; ortholog of S. cerevisiae SNP1; downregulated upon adherence to polystyrene"	"GELCPlate 01"	"E02"	26	665	25	407	10	149	16	333	37	591	12	235	3	88	3	98	1	79	10	174	3	73	8	246	35	422	32	200	30	206	11	107	14	106	23	178	30	348	34	360	34	290	17	59	16	149	11	103	32	254	64	395	16	479	12	138	8	165	10	164	15	390	51	425	25	237	14	173	4	72	11	80	25	521	33	460	51	724	20	108	17	192	20	188
"orf19.6868"	"C2_05560W_A"	""	"Putative NADPH-dependent methylglyoxal reductase; homozygous transposon insertion causes decreased colony wrinkling under filamentous growth-inducing conditions, but does not block true hyphal formation in liquid media"	"Plate 24"	"D03"	0	2517	0	1694	0	1771	0	1281	0	1734	0	1634	0	2305	0	3959	0	3641	0	1998	0	1020	0	1338	0	1321	0	739	0	1445	0	2890	0	1578	0	1724	0	1016	0	1400	0	592	0	1421	0	1264	0	2728	0	1153	0	1420	0	1712	0	1533	0	2120	0	1792	0	1210	0	2328	0	1321	0	1447	0	1794	0	2112	0	2552	0	2921	0	2989	0	1881	0	2195	0	2627
"orf19.6869"	"C2_05570C_A"	"AST2"	"Putative lipid raft associated protein; Spider biofilm induced"	"Plate 05"	"H06"	661	470	706	386	638	448	617	441	604	539	682	353	1524	897	1328	1376	897	709	1114	825	215	190	723	573	614	304	954	318	1626	776	704	392	1093	535	743	367	548	258	832	515	320	187	861	455	621	289	759	537	670	391	544	394	466	370	1060	730	812	501	778	580	848	537	969	485	317	236	710	495	804	519	907	677	1009	745	669	526	793	606	651	348	994	635	798	575
"orf19.6874"	"C2_05640W_A"	""	"Putative helix-loop-helix (HLH) transcription factor with a role in filamentous growth"	"GELCPlate 05"	"E05"	1253	0	1317	0	1411	0	306	0	341	0	1141	0	1215	0	861	0	560	0	764	0	490	0	539	0	607	0	1163	0	1176	0	1306	0	1412	0	1921	0	571	0	594	0	487	0	1236	0	1753	0	1140	0	479	0	664	0	283	0	1066	0	1224	0	940	0	873	0	374	0	527	0	1004	0	1498	0	761	0	563	0	560	0	804	0	1487	0	1682	0	1308	0
"orf19.6875"	"C2_05650W_A"	"VPS35"	"Putative role in vacuolar sorting; downregulated in biofilm; induced upon adherence to polystyrene"	"Plate 16"	"G04"	747	1202	1334	1544	1556	2051	531	948	621	1223	514	801	43	53	33	50	11	28	20	20	17	32	12	16	954	975	728	512	1028	1069	41	57	76	64	21	26	581	546	461	679	574	845	30	28	33	37	42	65	633	846	742	918	678	945	54	93	39	58	46	38	275	449	823	905	759	1175	26	37	32	48	43	55	988	1412	855	1151	945	1301	51	57	40	69	71	93
"orf19.6877"	"C2_05660W_A"	""	"Putative peptide:N-glycanase; gene has variable numbers of 12-bp repeats; induced by caspofungin, ciclopirox olamine, ketoconazole or hypoxia; gene of core caspofungin response; Hap43-induced; Spider biofilm induced"	"Plate 18"	"H11"	1022	1685	1265	1413	1940	2468	392	628	652	910	910	950	827	1057	658	1378	881	1715	933	1309	684	975	962	1576	1210	989	1828	1075	851	727	930	876	1515	1174	1543	1389	812	762	485	638	1044	1012	1034	830	808	697	1086	1262	655	632	564	675	571	786	874	1021	962	1155	860	1163	538	711	644	600	917	1180	844	1045	919	1395	1059	1246	743	1358	1068	1265	1035	1453	1215	1118	1467	1560	949	1154
"orf19.6882"	"C2_05700W_A"	""	"Putative flavoprotein subunit of fumarate reductase; soluble protein in hyphae; caspofungin repressed; stationary phase enriched protein; flow model biofilm induced; Spider biofilm repressed"	"Plate 13"	"E09"	753	481	560	376	927	538	436	320	416	331	626	344	1307	870	1452	1578	2411	1876	1429	869	1719	1082	610	436	1299	566	2050	738	1300	616	2107	1002	2106	919	1895	955	1448	639	941	804	1839	885	1633	857	1912	877	1620	1043	928	528	1652	988	1262	1020	2080	1233	1491	896	1242	841	1425	712	957	549	1124	643	1412	838	1305	873	1825	1173	1106	562	1526	829	1359	776	1601	767	1185	713	1429	1068
"orf19.6882.1"	"C2_05710C_A"	"RPL33A"	"Ribosomal 60S subunit protein; Spider biofilm repressed"	"GELCPlate 09"	"G11"	217	311	475	499	373	390	581	941	298	416	945	872	0	4	1	0	0	0	0	0	0	2	5	0	292	143	506	290	385	245	0	0	1	2	0	0	501	347	274	397	491	393	0	1	3	0	0	1	692	595	379	288	357	470	0	2	0	1	2	1	719	619	607	454	347	294	0	0	1	0	0	0	541	521	504	403	713	736	0	1	0	1	0	0
"orf19.6883"	"C2_05720C_A"	"KES1"	"Putative oxysterol binding protein family; probable peripheral membrane protein of the Golgi complex; flow model and Spider biofilm repressed"	"GELCPlate 07"	"A09"	825	1027	1096	1231	703	656	351	590	329	359	331	269	1484	1294	872	1187	934	1192	679	677	1034	1068	830	940	1052	643	878	454	1118	661	1529	1124	2130	1306	1464	1047	555	403	895	895	903	672	1393	924	1222	870	1067	1007	999	933	594	610	870	1027	1119	1269	1165	1206	674	746	804	736	1302	996	805	673	726	659	909	1094	1237	1356	1391	1264	756	734	1556	1466	1319	939	1210	1154	975	1221
"orf19.6885"	"C2_05740W_A"	"SPO7"	"Putative regulatory subunit of Nem1-Spo7 phosphatase holoenzyme that regulates nuclear growth by controling phospholipid biosynthesis; induced by alpha pheromone in SpiderM medium"	"Plate 05"	"C01"	0	1047	0	1034	0	2095	0	1245	0	1609	0	1245	0	910	0	943	0	644	0	1066	0	516	0	1163	0	828	0	692	0	575	0	1455	0	1203	0	1395	0	398	0	906	0	598	0	934	0	921	0	1491	0	882	0	724	0	1101	0	1232	0	1199	0	1421	0	1186	0	711	0	908	0	1167	0	874	0	1236	0	1028	0	995	0	1070	0	873	0	1447	0	1234
"orf19.6886"	"C2_05750W_A"	"NOP53"	"Ortholog(s) have rRNA binding activity, role in maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal large subunit export from nucleus and nucleolus localization"	"Plate 18"	"A04"	1569	0	1461	0	1825	0	577	0	745	0	1357	0	17	0	3	0	4	0	6	0	0	0	14	0	1009	0	1383	0	1105	0	20	0	19	0	7	0	1232	0	728	0	806	0	6	0	16	0	10	0	2056	0	960	0	629	0	7	0	8	0	15	0	1234	0	789	0	1239	0	4	0	8	0	18	0	1330	0	1648	0	1391	0	15	0	26	0	2	0
"orf19.6887"	"C2_05760C_A"	""	"Predicted ORF from Assembly 19; repressed by nitric oxide; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis"	"GELCPlate 01"	"B12"	1246	0	1494	0	1472	0	770	0	949	0	837	0	901	0	612	0	407	0	1143	0	337	0	443	0	1236	0	1159	0	2157	0	1632	0	1695	0	1445	0	1127	0	1053	0	836	0	1481	0	711	0	799	0	1559	0	1593	0	825	0	1033	0	1017	0	1058	0	1022	0	1276	0	1405	0	1255	0	1071	0	1373	0	1577	0	1222	0	1344	0	1153	0	864	0	1041	0
"orf19.6889"	"C2_05780C_A"	"MKK1"	"Ortholog of S. cerevisiae Mkk2; MAP kinase kinase involved in signal transduction; macrophage-downregulated; mutants are viable and hypersensitive to caspofungin"	"Plate 21"	"C04"	0	622	0	612	0	678	0	983	0	677	0	718	0	1067	0	943	0	822	0	753	0	658	0	649	0	435	0	395	0	527	0	633	0	312	0	674	0	612	0	497	0	691	0	503	0	277	0	556	0	499	0	852	0	675	0	937	0	933	0	767	0	506	0	858	0	482	0	478	0	641	0	972	0	890	0	584	0	855	0	435	0	774	0	726
"orf19.5205"	"C2_05820W_A"	""	"Protein of unknown function; Hap43-repressed gene"	"Plate 13"	"G11"	0	0	52	0	82	0	8	0	152	0	8	0	66	0	117	0	74	0	53	0	261	0	3	0	16	0	0	0	7	0	30	0	51	0	135	0	50	0	32	0	22	0	16	0	22	0	103	0	44	0	94	0	74	0	70	0	61	0	22	0	9	0	5	0	50	0	10	0	279	0	53	0	159	0	21	0	97	0	66	0	141	0	60	0
"orf19.5206"	"C2_05830C_A"	"SHQ1"	"Putative chaperone protein; role in the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; Spider biofilm induced"	"Plate 23"	"C11"	0	1331	0	2375	0	921	0	1195	0	1280	0	578	0	705	0	685	0	960	0	602	0	547	0	457	0	708	0	572	0	1251	0	1259	0	686	0	948	0	616	0	1041	0	1594	0	877	0	553	0	1012	0	536	0	1199	0	1946	0	910	0	960	0	961	0	1007	0	1006	0	1305	0	637	0	948	0	1821	0	1044	0	1425	0	1346	0	705	0	869	0	1102
"orf19.5214"	"C2_05940C_A"	"VPS33"	"Ortholog(s) have ATP binding, phosphatidylinositol binding activity"	"Plate 09"	"B04"	630	944	1171	1653	635	798	365	831	574	1135	620	822	64	70	28	72	43	75	94	158	54	78	52	91	874	664	881	657	853	664	176	167	201	173	165	160	617	685	695	899	400	603	162	185	188	180	161	216	1303	1645	726	878	346	640	157	200	151	193	192	260	723	931	645	688	540	635	182	287	119	212	181	301	1186	1611	506	630	1224	1560	344	314	223	248	239	326
"orf19.4119"	"C2_06010W_A"	"ATG2"	"Protein described as similar to S. cerevisiae sporulation protein; ortholog of S. cerevisiae Atg2, an autophagic vesicle formation protein; up-regulation associated with azole resistance; Spider biofilm induced"	"Plate 25"	"D04"	1445	1523	573	501	1147	1024	278	363	493	573	1031	861	1246	1035	454	671	792	867	616	551	466	510	642	738	818	449	848	380	725	523	1126	708	733	465	1137	871	623	426	717	654	414	290	934	624	900	549	678	620	730	610	804	644	458	428	710	611	749	653	771	756	471	406	657	499	518	499	457	462	364	358	545	632	957	799	1232	1027	1547	1281	665	486	875	592	701	699
"orf19.4118"	"C2_06020W_A"	""	"CNT family H(+)/nucleoside symporter; transports adenosine, uridine, inosine, guanosine, tubercidin; variant alleles for high/low-affinity isoforms; S or G at residue 328 affects specificity; Spider, flow model biofilm induced"	"Plate 23"	"A10"	1623	1859	2591	2594	1992	1786	1189	1969	1206	1567	1636	1501	2862	2604	2440	3940	2789	3078	1518	1747	1659	1895	2926	3400	1777	1083	1809	961	3145	2118	2790	1841	3199	1852	3500	2661	1581	1053	1911	2090	1611	1320	2294	1675	2505	1772	1949	1943	1876	1589	1577	1462	1639	2008	1931	1892	3096	3087	2169	2506	1886	1755	1886	1715	2240	2039	1664	1703	1865	1790	2585	2770	2326	2318	1976	1875	2354	2446	2479	1730	3259	2813	2334	2469
"orf19.4112"	"C2_06080C_A"	"YJR142W"	"Ortholog(s) have 8-oxo-dGDP phosphatase activity, thiamine diphosphokinase activity and role in thiamine biosynthetic process"	"Plate 22"	"F08"	1715	1756	1451	2406	1809	1567	1103	2231	1050	1569	1565	880	35	2170	17	3083	31	2830	26	1440	26	1071	79	894	2173	1885	1582	703	2165	899	7	1407	20	1463	8	1414	1446	1192	1030	776	1272	585	9	885	21	932	28	1356	1729	953	1340	642	2220	1238	7	1151	5	1737	14	1052	1795	769	1433	1162	1237	1154	15	726	8	1464	22	1326	2388	1551	1897	1027	2350	1472	21	1067	32	1106	14	1811
"orf19.4106"	"C2_06120C_A"	"IPA1"	"Ortholog of S. cerevisiae : IPA1, C. glabrata CBS138 : CAGL0M00264g, C. dubliniensis CD36 : Cd36_20520, C. parapsilosis CDC317 : CPAR2_104880 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_126860"	"Plate 16"	"B06"	1486	2205	1204	1482	925	1273	745	1092	831	1588	632	646	163	166	47	136	72	116	88	149	132	172	67	103	904	781	1146	825	1034	1211	49	83	92	70	90	76	722	764	576	839	987	1257	101	117	63	56	93	148	970	1006	879	1064	758	1147	46	35	46	76	34	72	992	1233	911	900	1016	1177	31	43	49	66	82	91	1542	1916	1070	1293	1128	1446	91	72	123	132	64	113
"orf19.4102"	"C2_06150C_A"	"RPN10"	"Putative 19S regulatory particle of the 26S proteasome; macrophage/pseudohyphal-repressed; regulated by Gcn2 and Gcn4; Spider biofilm repressed"	"GELCPlate 03"	"B06"	1047	1033	718	828	1493	1577	262	528	834	965	1142	1044	1905	1797	1020	1734	1684	2171	1507	1474	1338	1528	1170	1314	748	494	1090	496	1174	789	1362	978	1482	968	1066	992	674	403	889	826	998	808	1136	869	1120	712	989	911	813	706	1138	982	296	402	1230	1042	1052	1001	765	937	873	814	1461	1020	609	564	899	853	1069	1258	977	1002	1082	1228	952	940	893	875	1301	828	1045	834	1071	1146
"orf19.5480"	"C2_06190W_A"	"ILV1"	"Putative threonine dehydratase; regulated by Gcn4 and Gcn2; induced by amino acid starvation (3-AT); protein present in yeast exponential and stationary phase cultures; early-stage flow model biofilm induced"	"Plate 17"	"B06"	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	40	0	0	0	0	0	0	0	0	0	0	0	21	0	37	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	64	0	0	0	0	0	0	0	0	0
"orf19.5484"	"C2_06210C_A"	"SER1"	"Putative 3-phosphoserine aminotransferase; predicted role in serine and glycine biosynthesis; protein present in exponential and stationary yeast growth phases; Spider biofilm repressed"	"Plate 17"	"B07"	1820	2612	2402	2841	2553	2894	1050	1945	1187	1959	2400	2950	2231	2591	2134	4091	2236	3243	1351	1877	1648	2279	1891	2746	2800	2124	2264	1608	2277	1880	2462	2144	2765	1962	3278	2839	2068	1953	1528	1781	948	1036	1683	1700	1487	1393	1621	2079	1437	1432	1813	1970	1263	1668	2100	2637	2387	2934	1926	2528	1646	1840	2096	2214	1845	2061	1758	2515	1999	2686	2413	3268	2466	2884	2522	2925	1943	2457	2012	1951	2325	2756	2690	3447
"orf19.5485"	"C2_06220C_A"	"MEC3"	"Putative DNA damage and meiotic pachytene checkpoint protein; increased transcription is observed upon benomyl treatment"	"GELCPlate 06"	"A08"	277	0	446	0	964	0	88	0	346	0	453	0	506	0	485	0	459	0	384	0	193	0	485	0	481	0	596	0	347	0	755	0	1104	0	920	0	378	0	317	0	261	0	699	0	413	0	629	0	348	0	496	0	625	0	500	0	529	0	480	0	416	0	623	0	466	0	361	0	430	0	782	0	479	0	775	0	751	0	713	0	989	0	773	0
"orf19.5495"	"C2_06320W_A"	""	"Putative RNA-binding protein; induced by alpha pheromone in SpiderM medium"	"Plate 18"	"C07"	719	761	538	549	1189	1128	416	616	494	676	640	563	2281	2048	2047	2944	2649	3196	1430	1673	1814	1932	1269	1329	1007	579	956	523	834	525	2346	1755	2399	1324	904	715	1255	843	736	764	702	480	1493	1126	1583	1056	1346	1310	596	525	1186	966	630	616	1230	987	2393	2095	1758	1898	1013	908	966	798	1059	891	1463	1443	1259	1203	2698	2546	943	884	923	978	1389	1362	2055	1409	1669	1437	1628	1746
"orf19.5496"	"C2_06330C_A"	""	"Putative vacuolar transporter; promoter bound by a1p and alpha2p by ChIP-chip analysis"	"Plate 20"	"C08"	1233	1341	748	747	444	459	315	317	245	304	703	583	690	691	629	1072	547	631	863	1037	972	1040	443	480	968	587	641	289	850	546	751	503	711	450	695	486	601	361	493	534	512	421	1001	698	552	381	535	504	511	407	557	416	524	576	503	490	597	603	696	809	304	316	653	495	536	473	758	785	490	521	404	433	753	577	826	620	596	489	761	444	902	779	811	759
"orf19.5498"	"C2_06340W_A"	""	"APSES transcription factor; homodimer; minor role in transcriptional regulation vs Efg1; regulates filamentous growth, phenotypic switch; EFG1 and EFH1 genetically interact; expression interferes with mouse intestinal tract colonization"	"Plate 12"	"F12"	0	1165	0	1043	0	981	0	1204	0	878	0	556	0	1575	0	2518	0	1586	0	1461	0	1031	0	1103	0	691	0	901	0	698	0	1171	0	799	0	1445	0	592	0	771	0	690	0	956	0	888	0	1272	0	1040	0	894	0	1812	0	2468	0	1627	0	1216	0	1043	0	1169	0	1011	0	1044	0	1142	0	1589	0	1382	0	990	0	1379	0	1051	0	1734	0	1305
