ID	Name	Genes	Length
910	GO:0007264 small GTPase mediated signal transduction	orf19.5994;orf19.6512;orf19.6536;orf19.6783;orf19.2204.2;orf19.3462;orf19.906;orf19.5148;orf19.2245;orf19.5964;orf19.6926;orf19.2975;orf19.4593;orf19.6573;orf19.5902;orf19.6364;orf19.2277;orf19.5493;orf19.5537;orf19.505;orf19.1389;orf19.1760;orf19.3534;orf19.3052;orf19.1702;orf19.6016;orf19.7477;orf19.4539;orf19.3436;orf19.2571;orf19.6447;orf19.5325;orf19.714;orf19.6653;orf19.2622;orf19.1468;orf19.390;orf19.2843;orf19.7261;orf19.7124;orf19.2771;orf19.430;orf19.20;orf19.5968;orf19.2238;orf19.1842;orf19.6237;orf19.2925;orf19.4603;orf19.1223;orf19.3330;orf19.3001;orf19.4242;orf19.3014;orf19.2614;orf19.940;orf19.3545;orf19.730;orf19.5184;orf19.7216;orf19.5455	61
911	GO:0007265 Ras protein signal transduction	orf19.6512;orf19.5148;orf19.6926;orf19.5902;orf19.2277;orf19.5537;orf19.505;orf19.1760;orf19.4539;orf19.3436;orf19.5325;orf19.1468;orf19.390;orf19.2843;orf19.20;orf19.5968;orf19.1223;orf19.3001;orf19.4242;orf19.3014;orf19.3545;orf19.5184	22
912	GO:0007266 Rho protein signal transduction	orf19.6512;orf19.5537;orf19.4539;orf19.3436;orf19.390;orf19.2843;orf19.5968;orf19.4242	8
914	GO:0007323 peptide pheromone maturation	orf19.4817;orf19.5561;orf19.5654;orf19.3825;orf19.4755;orf19.6928;orf19.5851;orf19.7342;orf19.119	9
915	GO:0007346 regulation of mitotic cell cycle	orf19.4206;orf19.5166;orf19.2873;orf19.900;orf19.926;orf19.7186;orf19.2326;orf19.6789;orf19.820;orf19.6010;orf19.2641;orf19.7286;orf19.7571;orf19.643;orf19.1185;orf19.1754;orf19.4427;orf19.6926;orf19.2216;orf19.5441;orf19.2655;orf19.3823;orf19.5388;orf19.4536;orf19.3944;orf19.7044;orf19.6906;orf19.3471;orf19.5528;orf19.4216;orf19.4192;orf19.6573;orf19.7053;orf19.2084;orf19.5042;orf19.3160;orf19.6494;orf19.6915;orf19.3474;orf19.4400;orf19.6028;orf19.7402;orf19.427;orf19.4560;orf19.1648;orf19.6913;orf19.5701;orf19.122;orf19.1960;orf19.5335;orf19.658;orf19.5011;orf19.6080;orf19.4275;orf19.6930;orf19.5343;orf19.285;orf19.976;orf19.2678;orf19.2320;orf19.2290;orf19.3476;orf19.6851;orf19.7378;orf19.6810;orf19.1434;orf19.5485;orf19.5325;orf19.3669;orf19.7227;orf19.1282;orf19.1446;orf19.3174;orf19.3000;orf19.6092;orf19.4308;orf19.5242;orf19.5827;orf19.3561;orf19.4557;orf19.3856;orf19.1468;orf19.6285;orf19.2440;orf19.663;orf19.4890;orf19.1507;orf19.4969;orf19.390;orf19.3356;orf19.6645;orf19.2002;orf19.2268;orf19.6936;orf19.2389;orf19.3806;orf19.5101;orf19.7195;orf19.2251;orf19.20;orf19.2365;orf19.2238;orf19.5389;orf19.5580;orf19.5110;orf19.7035;orf19.7433;orf19.1757;orf19.1040;orf19.245;orf19.5196;orf19.6046;orf19.3550;orf19.4867;orf19.1223;orf19.895;orf19.3001;orf19.7381;orf19.4242;orf19.7511;orf19.3014;orf19.676;orf19.3697;orf19.6357;orf19.5058;orf19.5953;orf19.940;orf19.3545;orf19.2728;orf19.5085;orf19.6846;orf19.5184;orf19.1792;orf19.1683;orf19.7293;orf19.4481;orf19.6437;orf19.1283;orf19.2559;orf19.6648;orf19.7105;orf19.4808;orf19.6213;orf19.5041;orf19.843	145
916	GO:0007530 sex determination	orf19.5318;orf19.3752;orf19.4208;orf19.3200;orf19.5675;orf19.1434;orf19.879;orf19.2469;orf19.5595;orf19.3201;orf19.10712;orf19.10708	12
917	GO:0007531 mating type determination	orf19.5318;orf19.3752;orf19.4208;orf19.3200;orf19.5675;orf19.1434;orf19.879;orf19.2469;orf19.5595;orf19.3201;orf19.10712;orf19.10708	12
919	GO:0007533 mating type switching	orf19.5318;orf19.3752;orf19.4208;orf19.5675;orf19.1434;orf19.879;orf19.2469;orf19.5595	8
920	GO:0007534 gene conversion at mating-type locus	orf19.5873;orf19.5318;orf19.3608;orf19.2469;orf19.3093;orf19.4136	6
921	GO:0007535 donor selection	orf19.7652;orf19.2383;orf19.3530;orf19.2919;orf19.5389	5
923	GO:0007584 response to nutrient	orf19.5338;orf19.517;orf19.4722;orf19.6010;orf19.723;orf19.5148;orf19.7570;orf19.736;orf19.2808;orf19.7355;orf19.4941;orf19.3136;orf19.2026;orf19.2423;orf19.2277;orf19.1973;orf19.2842;orf19.3474;orf19.794;orf19.2745;orf19.1451;orf19.5162;orf19.1228;orf19.4318;orf19.6296;orf19.6109;orf19.1621;orf19.4145;orf19.7150;orf19.3942;orf19.5657;orf19.2752;orf19.3912;orf19.3670;orf19.5326;orf19.6102;orf19.203;orf19.5097;orf19.2315;orf19.795;orf19.4147;orf19.7136;orf19.5871;orf19.3252;orf19.5849;orf19.1670;orf19.4488;orf19.895;orf19.1275;orf19.7374;orf19.1358	51
925	GO:0008033 tRNA processing	orf19.4160;orf19.1305;orf19.1261;orf19.4168;orf19.4801;orf19.2018;orf19.7460;orf19.6511;orf19.3303;orf19.1387;orf19.3787;orf19.6751;orf19.5567;orf19.1753;orf19.2404;orf19.2408;orf19.6727;orf19.4293;orf19.4634;orf19.1900;orf19.7041;orf19.25;orf19.7369;orf19.3265;orf19.6378;orf19.2115;orf19.4418;orf19.6399;orf19.2676;orf19.7063;orf19.275;orf19.2711;orf19.1362;orf19.6847;orf19.48;orf19.7081;orf19.7245;orf19.5746;orf19.927;orf19.4701;orf19.3477;orf19.2324;orf19.5938;orf19.2039;orf19.3798;orf19.3676;orf19.6533;orf19.500;orf19.5987;orf19.2137;orf19.7182;orf19.5160;orf19.5425;orf19.5090;orf19.5200;orf19.6477;orf19.3476;orf19.5432;orf19.2143;orf19.2042;orf19.1565;orf19.1404;orf19.4399;orf19.7110;orf19.5050;orf19.3759;orf19.966;orf19.1954;orf19.2385;orf19.3327;orf19.6548;orf19.7657;orf19.518;orf19.3177;orf19.7387;orf19.429;orf19.3585;orf19.5365;orf19.4785;orf19.7291;orf19.5038;orf19.6873.1;orf19.2795;orf19.3138;orf19.5530;orf19.581;orf19.7088;orf19.6297;orf19.1458;orf19.1029;orf19.2299;orf19.544;orf19.4705;orf19.6931;orf19.4844;orf19.747;orf19.1356;orf19.2631;orf19.3470	99
927	GO:0008064 regulation of actin polymerization or depolymerization	orf19.6536;orf19.3235;orf19.4878;orf19.3555;orf19.505;orf19.4772;orf19.4395;orf19.4927;orf19.2699;orf19.7537;orf19.2228;orf19.5840;orf19.4597;orf19.6598;orf19.6414.3;orf19.738;orf19.1220;orf19.5076	18
932	GO:0008154 actin polymerization or depolymerization	orf19.953.1;orf19.505;orf19.2289;orf19.4395;orf19.4927;orf19.2228;orf19.6598;orf19.3251;orf19.5076	9
933	GO:0008156 negative regulation of DNA replication	orf19.3761;orf19.4002;orf19.3608;orf19.5416;orf19.4105;orf19.427;orf19.658;orf19.4275;orf19.3035;orf19.3561;orf19.3856;orf19.4945;orf19.5101;orf19.3093;orf19.1792;orf19.2559;orf19.4136	17
934	GO:0008202 steroid metabolic process	orf19.5535;orf19.3240;orf19.3642;orf19.1478;orf19.3228;orf19.2444;orf19.2758;orf19.6720;orf19.1203.1;orf19.3873;orf19.3682;orf19.922;orf19.6034;orf19.6787;orf19.953.1;orf19.4823;orf19.1946;orf19.6026;orf19.3462;orf19.5188;orf19.6988;orf19.7404;orf19.2649;orf19.1996;orf19.1031;orf19.1978;orf19.1427;orf19.6937;orf19.4579;orf19.5941;orf19.3010.1;orf19.6321;orf19.5576;orf19.489;orf19.1616;orf19.3166;orf19.6176;orf19.5611;orf19.1212;orf19.3732;orf19.3198;orf19.6242;orf19.406;orf19.6656;orf19.508;orf19.118;orf19.3752;orf19.4339;orf19.1659;orf19.30;orf19.3616;orf19.6105;orf19.2050;orf19.5498;orf19.5612;orf19.1042;orf19.3507;orf19.4747;orf19.6065;orf19.5931;orf19.1801;orf19.6472;orf19.301;orf19.71;orf19.1160;orf19.1746;orf19.2016;orf19.1570;orf19.6240;orf19.1591;orf19.4334;orf19.516;orf19.3656;orf19.1598;orf19.122;orf19.1155;orf19.7549;orf19.395;orf19.3825;orf19.3249;orf19.6327;orf19.7563;orf19.2551;orf19.4809;orf19.656;orf19.6812;orf19.3051;orf19.4491;orf19.5801;orf19.2756;orf19.2343.1;orf19.1665;orf19.1010;orf19.542;orf19.7459;orf19.4031;orf19.1631;orf19.5689;orf19.2616;orf19.3802;orf19.1865;orf19.1887;orf19.586;orf19.6220.3;orf19.5073;orf19.2168;orf19.2990;orf19.767;orf19.5242;orf19.1027;orf19.5007;orf19.2803;orf19.7643;orf19.391;orf19.3590;orf19.7049;orf19.1254;orf19.3996;orf19.1691;orf19.3575;orf19.4109;orf19.3008;orf19.759;orf19.2248;orf19.6180;orf19.6217;orf19.2298;orf19.273;orf19.5674;orf19.7017;orf19.7586;orf19.3293;orf19.3058;orf19.4910;orf19.3893;orf19.4316;orf19.3225;orf19.3695;orf19.3799;orf19.5352;orf19.1357;orf19.2187;orf19.4118;orf19.3417;orf19.4845;orf19.4732;orf19.3804;orf19.7312;orf19.2163;orf19.2672;orf19.3394;orf19.4581;orf19.6209;orf19.1989;orf19.7330;orf19.4631;orf19.3014;orf19.276;orf19.3554;orf19.5178;orf19.2023;orf19.4048;orf19.260;orf19.2909;orf19.5379;orf19.3207;orf19.3459;orf19.941;orf19.4381;orf19.125;orf19.4064;orf19.4865;orf19.4606;orf19.5443;orf19.2877;orf19.4824;orf19.6001;orf19.5244;orf19.2168.3	179
935	GO:0008204 ergosterol metabolic process	orf19.5535;orf19.3240;orf19.3642;orf19.1478;orf19.3228;orf19.2444;orf19.2758;orf19.6720;orf19.1203.1;orf19.3873;orf19.3682;orf19.922;orf19.6034;orf19.6787;orf19.953.1;orf19.4823;orf19.1946;orf19.6026;orf19.3462;orf19.5188;orf19.6988;orf19.7404;orf19.2649;orf19.1996;orf19.1031;orf19.1978;orf19.1427;orf19.6937;orf19.4579;orf19.5941;orf19.3010.1;orf19.6321;orf19.5576;orf19.489;orf19.1616;orf19.3166;orf19.6176;orf19.5611;orf19.1212;orf19.3732;orf19.6242;orf19.406;orf19.6656;orf19.508;orf19.118;orf19.3752;orf19.1659;orf19.30;orf19.3616;orf19.5498;orf19.5612;orf19.1042;orf19.3507;orf19.4747;orf19.1801;orf19.6472;orf19.301;orf19.71;orf19.1160;orf19.1746;orf19.2016;orf19.1570;orf19.6240;orf19.1591;orf19.4334;orf19.516;orf19.3656;orf19.1598;orf19.122;orf19.1155;orf19.7549;orf19.395;orf19.3825;orf19.3249;orf19.6327;orf19.7563;orf19.2551;orf19.4809;orf19.656;orf19.6812;orf19.3051;orf19.4491;orf19.5801;orf19.2756;orf19.2343.1;orf19.1665;orf19.1010;orf19.542;orf19.7459;orf19.1631;orf19.5689;orf19.3802;orf19.1865;orf19.586;orf19.6220.3;orf19.5073;orf19.2990;orf19.767;orf19.5242;orf19.5007;orf19.2803;orf19.7643;orf19.391;orf19.3590;orf19.7049;orf19.1254;orf19.3996;orf19.1691;orf19.3575;orf19.4109;orf19.3008;orf19.759;orf19.2248;orf19.6180;orf19.6217;orf19.2298;orf19.5674;orf19.7017;orf19.7586;orf19.3293;orf19.3058;orf19.4910;orf19.3893;orf19.4316;orf19.3225;orf19.3695;orf19.3799;orf19.5352;orf19.1357;orf19.2187;orf19.4118;orf19.3417;orf19.4845;orf19.4732;orf19.3804;orf19.7312;orf19.2163;orf19.2672;orf19.3394;orf19.4581;orf19.6209;orf19.1989;orf19.7330;orf19.4631;orf19.3014;orf19.3554;orf19.5178;orf19.2023;orf19.4048;orf19.260;orf19.2909;orf19.5379;orf19.3207;orf19.3459;orf19.941;orf19.4381;orf19.4064;orf19.4865;orf19.4606;orf19.5443;orf19.2877;orf19.4824;orf19.6001;orf19.5244;orf19.2168.3	165
936	GO:0008213 protein alkylation	orf19.1755;orf19.1059;orf19.3018;orf19.3665;orf19.1972;orf19.7221;orf19.4760;orf19.5783;orf19.6795;orf19.5388;orf19.4007;orf19.7326;orf19.920;orf19.5358;orf19.4375;orf19.3899;orf19.7069;orf19.2066;orf19.7402;orf19.7223;orf19.5808;orf19.2442;orf19.3291;orf19.7612;orf19.7116;orf19.3457;orf19.499;orf19.2654;orf19.3585;orf19.2476;orf19.3138;orf19.331;orf19.3836;orf19.5196;orf19.1557;orf19.6377;orf19.3964;orf19.2790;orf19.6009;orf19.1854;orf19.119;orf19.1767;orf19.3582;orf19.592;orf19.5764;orf19.120	46
940	GO:0008219 cell death	orf19.967;orf19.916;orf19.1623;orf19.3288;orf19.643;orf19.867;orf19.1042;orf19.930;orf19.7020;orf19.7634;orf19.5995;orf19.5300;orf19.713;orf19.3356;orf19.1542;orf19.1552;orf19.6237;orf19.3443;orf19.3926;orf19.4022;orf19.6814;orf19.2825;orf19.5843;orf19.3030	24
941	GO:0008272 sulfate transport	orf19.3222;orf19.2738;orf19.7411;orf19.2149;orf19.6520	5
942	GO:0008277 regulation of G protein-coupled receptor signaling pathway	orf19.829;orf19.4792;orf19.5903;orf19.695;orf19.2565;orf19.4222	6
944	GO:0008298 intracellular mRNA localization	orf19.5627;orf19.1642;orf19.4560;orf19.4991;orf19.3959;orf19.1795;orf19.2901;orf19.939;orf19.879;orf19.3947;orf19.1453;orf19.5595;orf19.1672;orf19.528;orf19.3467	15
945	GO:0008299 isoprenoid biosynthetic process	orf19.2775;orf19.6674;orf19.1570;orf19.4809;orf19.4028;orf19.4491;orf19.209;orf19.5236;orf19.7312;orf19.5963;orf19.6459;orf19.4606;orf19.7478	13
948	GO:0008360 regulation of cell shape	orf19.6610;orf19.6034;orf19.7510;orf19.7652;orf19.1693;orf19.4448;orf19.4645;orf19.3555;orf19.1760;orf19.6240;orf19.3534;orf19.6044;orf19.5200;orf19.6705;orf19.3174;orf19.5015;orf19.6092;orf19.6285;orf19.390;orf19.2843;orf19.6170;orf19.3049;orf19.7489;orf19.2660;orf19.677;orf19.7308;orf19.2600;orf19.121;orf19.3330;orf19.6598;orf19.4242;orf19.4909;orf19.738;orf19.1220;orf19.7115;orf19.5901;orf19.5455;orf19.708	38
949	GO:0008361 regulation of cell size	orf19.971;orf19.6010;orf19.7523;orf19.2843;orf19.5953;orf19.1813	6
950	GO:0008380 RNA splicing	orf19.5704;orf19.6511;orf19.1548;orf19.4374;orf19.4519;orf19.4748;orf19.910;orf19.6827;orf19.763;orf19.5486;orf19.514;orf19.329;orf19.7375;orf19.1876;orf19.5486.1;orf19.6356;orf19.6458.1;orf19.2400;orf19.3178;orf19.4659;orf19.672;orf19.7081;orf19.7139;orf19.5391;orf19.1281;orf19.5885;orf19.2112;orf19.1260;orf19.4146;orf19.674;orf19.1045;orf19.444;orf19.7673;orf19.5865;orf19.6740;orf19.2105;orf19.1491;orf19.5828;orf19.5465;orf19.7265;orf19.5432;orf19.6360;orf19.53;orf19.6831;orf19.6135.1;orf19.7343;orf19.7620;orf19.5364;orf19.6866;orf19.387;orf19.2675;orf19.4875;orf19.4062;orf19.144;orf19.3945;orf19.3506;orf19.3774.1;orf19.3947;orf19.2230;orf19.2639.1;orf19.4964;orf19.1771;orf19.7256;orf19.4326;orf19.7509.2;orf19.4785;orf19.4739;orf19.5705;orf19.7581;orf19.1975;orf19.2513;orf19.4305.1;orf19.2261;orf19.1794;orf19.5413;orf19.6931;orf19.4855;orf19.6271;orf19.1492;orf19.1767;orf19.4205.1;orf19.5647;orf19.3666;orf19.5492;orf19.7238;orf19.3250;orf19.5541;orf19.4799	88
951	GO:0008535 respiratory chain complex IV assembly	orf19.1082.1;orf19.3946;orf19.5394.1;orf19.4967;orf19.2939;orf19.7577;orf19.7325;orf19.4841;orf19.7665;orf19.4862.2;orf19.409;orf19.5296;orf19.1691;orf19.7603;orf19.230;orf19.6225.1;orf19.1667.1;orf19.2006.1;orf19.6563.1;orf19.1483;orf19.1114;orf19.4929;orf19.6461	23
952	GO:0008608 attachment of spindle microtubules to kinetochore	orf19.3551;orf19.3589;orf19.1941;orf19.6010;orf19.2340;orf19.643;orf19.2216;orf19.2549;orf19.3474;orf19.2678;orf19.3476;orf19.2827;orf19.596.2;orf19.4557;orf19.3856;orf19.6285;orf19.3788;orf19.4675;orf19.20;orf19.4837;orf19.5008.1;orf19.1251;orf19.4473;orf19.3550;orf19.4435;orf19.676;orf19.6357;orf19.7663;orf19.7293;orf19.3871	30
960	GO:0008645 hexose transmembrane transport	orf19.6005;orf19.4090;orf19.4356;orf19.7094;orf19.6141;orf19.2020;orf19.2158;orf19.6173;orf19.3668;orf19.2154;orf19.5962;orf19.2151;orf19.542;orf19.734;orf19.3670;orf19.4923;orf19.2633;orf19.4682;orf19.2160;orf19.2021;orf19.2023;orf19.5447;orf19.644;orf19.1587;orf19.5753;orf19.4527;orf19.4384;orf19.3526;orf19.7093;orf19.2425	30
961	GO:0008652 amino acid biosynthetic process	orf19.7152;orf19.1342;orf19.6287;orf19.2618;orf19.4630;orf19.4788;orf19.1249;orf19.797;orf19.2028;orf19.5610;orf19.1575;orf19.6305;orf19.288;orf19.6500;orf19.5142;orf19.3770;orf19.5650;orf19.5639;orf19.6402;orf19.7638;orf19.1789.1;orf19.5505;orf19.1495;orf19.1170;orf19.1559;orf19.4536;orf19.4306;orf19.6938;orf19.4716;orf19.7611;orf19.4026;orf19.88;orf19.3626;orf19.1235;orf19.2947;orf19.5926;orf19.3099;orf19.6257;orf19.6304;orf19.386;orf19.1078;orf19.2970;orf19.1291;orf19.56;orf19.234;orf19.5811;orf19.5484;orf19.6913;orf19.646;orf19.7080;orf19.2546;orf19.2551;orf19.6699;orf19.6086;orf19.2876;orf19.4718;orf19.6096;orf19.183;orf19.7498;orf19.2098;orf19.2092;orf19.5645;orf19.6127;orf19.198;orf19.2951;orf19.346;orf19.5750;orf19.99;orf19.6779;orf19.7448;orf19.5263;orf19.772;orf19.7469;orf19.5211;orf19.6220.3;orf19.6689;orf19.2008;orf19.5243;orf19.3106;orf19.4233;orf19.1159;orf19.5838;orf19.986;orf19.3974;orf19.3221;orf19.3846;orf19.923;orf19.4274;orf19.1237;orf19.4177;orf19.1613;orf19.2525;orf19.5480;orf19.2306;orf19.4605;orf19.5321;orf19.4506;orf19.1375	98
962	GO:0008654 phospholipid biosynthetic process	orf19.3447;orf19.2107;orf19.5292;orf19.4466;orf19.1279;orf19.2045;orf19.1210;orf19.3228;orf19.1092;orf19.2444;orf19.5792;orf19.6860;orf19.3449.2;orf19.3682;orf19.6337;orf19.1618;orf19.6034;orf19.3557;orf19.6787;orf19.4748;orf19.4823;orf19.1946;orf19.6988;orf19.4698;orf19.1031;orf19.438;orf19.1427;orf19.1063;orf19.3166;orf19.1377;orf19.5092;orf19.3060;orf19.1212;orf19.764;orf19.3445;orf19.290;orf19.5291;orf19.3876;orf19.3212;orf19.7127;orf19.4341;orf19.2775;orf19.1803;orf19.4985;orf19.184;orf19.1659;orf19.6971;orf19.2529;orf19.30;orf19.6167;orf19.3409;orf19.1991;orf19.6105;orf19.487;orf19.433;orf19.1513;orf19.5931;orf19.1801;orf19.4442;orf19.3214;orf19.652;orf19.1843;orf19.71;orf19.837.1;orf19.1746;orf19.5418;orf19.1043;orf19.2828;orf19.3083;orf19.1543;orf19.988;orf19.6411;orf19.516;orf19.7219;orf19.1007;orf19.2761;orf19.122;orf19.4809;orf19.656;orf19.6642;orf19.3269;orf19.3681;orf19.4549;orf19.4491;orf19.6045;orf19.2756;orf19.7487;orf19.1010;orf19.2447;orf19.99;orf19.7585;orf19.479.2;orf19.7010;orf19.169;orf19.7446;orf19.2001;orf19.7072;orf19.3199;orf19.5073;orf19.4096;orf19.925;orf19.1158;orf19.3994;orf19.5242;orf19.1027;orf19.209;orf19.1054;orf19.5815;orf19.6358;orf19.793;orf19.3996;orf19.4521;orf19.3153;orf19.3356;orf19.3631;orf19.4413;orf19.4203;orf19.4786;orf19.1823;orf19.250;orf19.3267;orf19.3941;orf19.1096;orf19.2890;orf19.3293;orf19.227;orf19.1049;orf19.4316;orf19.3225;orf19.3695;orf19.6243;orf19.1462;orf19.3954;orf19.2637;orf19.7033;orf19.2187;orf19.677;orf19.2733;orf19.4232;orf19.261;orf19.3804;orf19.6884;orf19.3469;orf19.302;orf19.7312;orf19.6100;orf19.2672;orf19.3394;orf19.6707;orf19.4581;orf19.7330;orf19.538;orf19.1881;orf19.832;orf19.4905;orf19.3014;orf19.3554;orf19.1814;orf19.5276;orf19.7342;orf19.1780;orf19.5379;orf19.4240;orf19.4186;orf19.941;orf19.4381;orf19.6966;orf19.1289;orf19.3203;orf19.105;orf19.4981;orf19.5164;orf19.4064;orf19.6977;orf19.4865;orf19.4606;orf19.3255;orf19.7478;orf19.3911;orf19.5244;orf19.4181;orf19.6481;orf19.6782	183
963	GO:0008655 pyrimidine-containing compound salvage	orf19.4195.1;orf19.3123.2;orf19.1357;orf19.5864;orf19.333;orf19.1888;orf19.2640	7
970	GO:0009060 aerobic respiration	orf19.4273;orf19.2862;orf19.1957;orf19.3577;orf19.4519;orf19.2871;orf19.913.2;orf19.4773;orf19.3611;orf19.440;orf19.4759;orf19.1963;orf19.2707.1;orf19.4602;orf19.1149;orf19.930;orf19.2439.1;orf19.1416;orf19.1843;orf19.875;orf19.6061;orf19.2104;orf19.6794;orf19.1480;orf19.4495;orf19.588;orf19.4774;orf19.873.1;orf19.1795;orf19.2644;orf19.6045;orf19.7459;orf19.5230;orf19.5893;orf19.5228;orf19.3527;orf19.7187;orf19.3283;orf19.227;orf19.6531;orf19.1467;orf19.1667.1;orf19.1462;orf19.2187;orf19.1770;orf19.93;orf19.4016;orf19.349;orf19.4022;orf19.5213.2;orf19.637;orf19.4807;orf19.5629;orf19.1471;orf19.5450;orf19.4490.2;orf19.5213.1	57
972	GO:0009062 fatty acid catabolic process	orf19.2046;orf19.3931;orf19.1288;orf19.4122;orf19.7520;orf19.1704;orf19.5640;orf19.1477;orf19.6844;orf19.4833;orf19.1890;orf19.4121;orf19.6445;orf19.5217;orf19.1652;orf19.5323;orf19.4591;orf19.1499;orf19.5215;orf19.1655;orf19.3040;orf19.1462;orf19.4157;orf19.6254;orf19.6443;orf19.5723	26
973	GO:0009063 amino acid catabolic process	orf19.3934;orf19.3029;orf19.4630;orf19.797;orf19.7600;orf19.854;orf19.6305;orf19.7404;orf19.5519;orf19.345;orf19.7570;orf19.638;orf19.802;orf19.2364;orf19.1847;orf19.297;orf19.2748;orf19.2098;orf19.539;orf19.6127;orf19.7314;orf19.346;orf19.5750;orf19.5641;orf19.5006;orf19.4543;orf19.583;orf19.986;orf19.3974;orf19.1153;orf19.2360;orf19.7593;orf19.4274;orf19.1237;orf19.394;orf19.385;orf19.279;orf19.5480;orf19.5113;orf19.2877;orf19.2192;orf19.3911;orf19.3045	43
974	GO:0009064 glutamine family amino acid metabolic process	orf19.3934;orf19.4630;orf19.4788;orf19.5610;orf19.6500;orf19.3770;orf19.5650;orf19.345;orf19.7638;orf19.6938;orf19.4716;orf19.802;orf19.5926;orf19.2351;orf19.6257;orf19.2748;orf19.646;orf19.6779;orf19.5641;orf19.7469;orf19.5211;orf19.6689;orf19.5862;orf19.3974;orf19.3221;orf19.1153;orf19.2360;orf19.7593;orf19.4274;orf19.2192	30
975	GO:0009065 glutamine family amino acid catabolic process	orf19.3934;orf19.4630;orf19.345;orf19.2748;orf19.5641;orf19.3974;orf19.1153;orf19.2360;orf19.7593;orf19.4274;orf19.2192	11
976	GO:0009066 aspartate family amino acid metabolic process	orf19.6287;orf19.2618;orf19.2028;orf19.6305;orf19.288;orf19.7404;orf19.6402;orf19.1789.1;orf19.1495;orf19.1559;orf19.4536;orf19.4306;orf19.6938;orf19.7611;orf19.3626;orf19.1235;orf19.2351;orf19.6304;orf19.386;orf19.2970;orf19.1847;orf19.5811;orf19.657;orf19.2551;orf19.2876;orf19.2098;orf19.2092;orf19.5645;orf19.198;orf19.2951;orf19.99;orf19.7448;orf19.772;orf19.2008;orf19.3106;orf19.4233;orf19.1159;orf19.986;orf19.3846;orf19.923;orf19.7593;orf19.1237;orf19.2525;orf19.5480;orf19.2306;orf19.5113;orf19.5321;orf19.4506	48
977	GO:0009067 aspartate family amino acid biosynthetic process	orf19.6287;orf19.2618;orf19.2028;orf19.288;orf19.6402;orf19.1789.1;orf19.1495;orf19.1559;orf19.4536;orf19.4306;orf19.6938;orf19.7611;orf19.3626;orf19.1235;orf19.6304;orf19.386;orf19.2970;orf19.5811;orf19.2551;orf19.2876;orf19.2098;orf19.2092;orf19.5645;orf19.198;orf19.2951;orf19.99;orf19.7448;orf19.772;orf19.2008;orf19.3106;orf19.4233;orf19.1159;orf19.3846;orf19.923;orf19.1237;orf19.2525;orf19.2306;orf19.5321;orf19.4506	39
978	GO:0009068 aspartate family amino acid catabolic process	orf19.6305;orf19.7404;orf19.1847;orf19.2098;orf19.986;orf19.7593;orf19.1237;orf19.5480;orf19.5113	9
979	GO:0009069 serine family amino acid metabolic process	orf19.7152;orf19.1342;orf19.2618;orf19.7600;orf19.6305;orf19.5142;orf19.7404;orf19.5519;orf19.6402;orf19.1559;orf19.4536;orf19.638;orf19.1235;orf19.2364;orf19.2947;orf19.1078;orf19.1033;orf19.5484;orf19.7297;orf19.2551;orf19.2092;orf19.5645;orf19.6127;orf19.2951;orf19.7314;orf19.5750;orf19.5006;orf19.5263;orf19.3106;orf19.1159;orf19.5838;orf19.986;orf19.923;orf19.385;orf19.5480	35
980	GO:0009070 serine family amino acid biosynthetic process	orf19.7152;orf19.1342;orf19.6305;orf19.5142;orf19.6402;orf19.1559;orf19.4536;orf19.1235;orf19.2947;orf19.1078;orf19.5484;orf19.2092;orf19.5645;orf19.6127;orf19.2951;orf19.5750;orf19.5263;orf19.3106;orf19.1159;orf19.5838;orf19.986	21
981	GO:0009071 serine family amino acid catabolic process	orf19.7600;orf19.7404;orf19.5519;orf19.638;orf19.2364;orf19.6127;orf19.7314;orf19.5750;orf19.5006;orf19.385;orf19.5480	11
982	GO:0009072 aromatic amino acid metabolic process	orf19.1517;orf19.1575;orf19.4704;orf19.1180;orf19.5809;orf19.1170;orf19.5499;orf19.6066;orf19.3099;orf19.4060;orf19.1291;orf19.1847;orf19.297;orf19.3515;orf19.234;orf19.1986;orf19.2546;orf19.4718;orf19.6096;orf19.2098;orf19.5054;orf19.5243;orf19.3012;orf19.583;orf19.1237;orf19.394;orf19.5443;orf19.2877;orf19.4605	29
983	GO:0009073 aromatic amino acid family biosynthetic process	orf19.1517;orf19.1575;orf19.4704;orf19.1170;orf19.5499;orf19.3099;orf19.4060;orf19.1291;orf19.234;orf19.1986;orf19.2546;orf19.4718;orf19.6096;orf19.2098;orf19.5243;orf19.1237;orf19.4605	17
984	GO:0009074 aromatic amino acid family catabolic process	orf19.1180;orf19.1847;orf19.297;orf19.2098;orf19.3012;orf19.583;orf19.1237;orf19.394;orf19.2877	9
988	GO:0009081 branched-chain amino acid metabolic process	orf19.3029;orf19.797;orf19.1559;orf19.88;orf19.4040;orf19.4650;orf19.1847;orf19.297;orf19.7080;orf19.6086;orf19.7498;orf19.6127;orf19.944;orf19.6220.3;orf19.6994;orf19.1613;orf19.5480;orf19.1375	18
989	GO:0009082 branched-chain amino acid biosynthetic process	orf19.797;orf19.1559;orf19.88;orf19.4040;orf19.4650;orf19.7080;orf19.6086;orf19.7498;orf19.6220.3;orf19.1613;orf19.5480;orf19.1375	12
